author,autism,coords_from,country,id,label,lang,location,measl,mood,mump,published_at,response_id,retweeted_id,state,text,vaccin,vax,vaxin,x,y,zip
RandySnodgrass (Randall Snodgrass II),0,,,572080790370168832,1,en,,0,0,0,2015-03-01 17:07:43 UTC,,,,#listen #learnit #jimmykimmel A Message for the Anti-Vaccine Movement: http://t.co/u8v2P0Yg1X via @YouTube,1,0,0,,,
gmawarrior (Sandi),0,,,572119791646875648,-1,en,,0,0,0,2015-03-01 19:42:42 UTC,,572097735287017473,,RT @VaxCalc: Whooping cough vaccine in pregnancy could cause a potentially dangerous infection of womb sac http://t.co/sRUP95d2EX #CDCwhist…,1,0,0,,,
JosipJagic (Josip Jagic),0,,,572143041533894656,1,en,,1,-2,0,2015-03-01 21:15:05 UTC,,572116675677593602,,RT @HuffingtonPost: Experts blame anti-vaccination activists for the thousands of measles cases in Bosnia http://t.co/gjPqJJF7e6,1,0,0,,,
suziique03 (Susan Sager),0,,,572144459850244097,-1,en,"Key West,Fl / Beaufort Sc",0,0,0,2015-03-01 21:20:43 UTC,,572141571526819840,,RT @Vaccin8tionNews: .@suziique03 US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NflJQg PLZ SIGN &amp; RT! https://t.co/bMQI6Cm…,1,0,0,,,
Mofmars333 (Marsha McClelland),0,location,us,572156713572429826,-1,en,Ohio,0,-5,0,2015-03-01 22:09:25 UTC,,572134025973915648,oh,RT @dlynnmarie78: Boycott .@jimmykimmel until he apologizes to families of vaccine injured children.  #CDCwhistleblower #hearthiswell http:…,1,0,0,-82.669468,40.190331,
Hi0Os (Cándice Alcantar Bor),0,,,572206073857380354,1,en,,0,-3,0,2015-03-02 01:25:33 UTC,,,,Amanda Peet  Has Gotten Hate Mail Over Her Pro-Vaccine Stance http://t.co/l3hnUGKmGF,1,0,0,,,
JacobShelley (Jacob Shelley),0,,,572217291863162881,1,en,,0,0,0,2015-03-02 02:10:08 UTC,572214629365092352,,,"@AtlasHendrixCo @catvwilson @carlyweeks @globeandmail Given that homeopathy doesn't work, for many of us, that is quintessentially anti-vax!",0,1,0,,,
ChantellePinder (Chantelle Pinder),0,location,ca,572247204024328192,1,en,Calgary,0,-4,0,2015-03-02 04:08:59 UTC,,,ab,Leave It Jimmy Kimmel to Put the Vaccine Debate Into Hysterical Perspective http://t.co/ftuSztPGVS R U #antivax? #letyourkidssmoke,1,0,0,-114.063014,51.04522,t2g
artlynch (Art Lynch),0,location,us,572254629137928192,1,en,"Boulder City/ Las Vegas, NV",0,-1,0,2015-03-02 04:38:30 UTC,,,nv,Film Review: When There Was No Vaccine http://t.co/LDKghS9bN4,1,0,0,-114.834038,35.978611,
OngShiqi (Shiqi),0,location,tr,572317015429402624,-1,en,+65,0,0,0,2015-03-02 08:46:24 UTC,,,,feels weird after getting the vaccination like I shouldn't move my hand hahahahaha,1,0,0,43.596115,38.52025,65
DanielLionBoy (Daniel Lion),0,location,us,572381319184850944,1,en,Boston MA,0,-3,0,2015-03-02 13:01:55 UTC,,572251083839549440,ma,RT @BorderDaCougah: princeowl: balto didn’t die for you to not vaccine your kids http://t.co/uIljN2oRCt,1,0,0,-71.056699,42.358635,02109
domdyer70 (dominic dyer),0,location,gb,572393830160461824,0,en,UK,0,0,0,2015-03-02 13:51:38 UTC,572393526249558016,,,@PhilLatham @blackgull @BBCFarmingToday @BadgerTrust I only mentioned badger vaccination as part Welsh strategy not factor for decline,1,0,0,-5.822485,55.00839,
RunDangerRun (Daniel Gorman),0,location,us,572406684246794241,0,en,"NYC, New York",0,-2,0,2015-03-02 14:42:42 UTC,,,ny,Pakistani Officials Issue Arrest Warrants Over Refusals of Polio Vaccine http://t.co/BA4cVgnMCy,1,0,0,-74.007124,40.71455,10007
panunziomichele (Michele F. Panunzio),0,,,572416119966986240,1,it,,0,-3,0,2015-03-02 15:20:12 UTC,,572394650050433024,,"RT @celiadugger: Most pediatricians let parents delay children's vaccines despite risk of measles, whooping cough, survey finds.  http://t.…",0,0,0,,,
MiddletownBuck (Bob Ratliff),0,location,us,572440269540343810,-1,en,"Middletown,Ohio",0,-4,0,2015-03-02 16:56:10 UTC,,,oh,US Gov’t Calls Checkmate on Citizens: Makes Fierce Move Towards Mandatory Vaccination… A Dreadful Proposal ! http://t.co/4d9S2iQ7y5,1,0,0,-84.403593,39.509897,45044
IfYouOnlyNewsit (IfYouOnlyNews),0,,,572524316929081345,1,en,,0,0,0,2015-03-02 22:30:08 UTC,,,,Anti-Vaxx GOP Rep: ‘My Kids Weren’t Vaccinated And They Turned Out Fine’ http://t.co/zUBFxtXr9P,1,0,0,,,
KnowsisHealth (Knowsis Healthcare),0,,,572533654343319552,1,en,,1,0,0,2015-03-02 23:07:15 UTC,,,,CORRECTED-WHO calls for more measles vaccination in Europe as large outbreaks persist http://t.co/JWUow8LbXa,1,0,0,,,
TanikaSpates (TANIKA SPATES MPH),0,location,us,572583963052535808,1,en,"Hattiesburg, MS",0,5,0,2015-03-03 02:27:09 UTC,,572583621359370240,ms,RT @triciasattva: A2 - We should also be celebrating communities with high #vaccination rates. Say thank you! #pubht,1,0,0,-89.290719,31.327357,39401
SeoulLovely (리),0,,,572702003471597568,-1,en,,0,3,0,2015-03-03 10:16:12 UTC,,,,"Child Crippled by Vaccines, Awarded $2M in ""Vaccine Court."" http://t.co/aZCAxU89zB #CDCwhistleblower @LaLaRueFrench75",1,0,0,,,
TannersDad (TannersDad Tim),0,location,us,572718970039496704,-1,en,"Catlin, IL",0,0,0,2015-03-03 11:23:37 UTC,,572647032231354369,il,RT @LaLaRueFrench75: @TannersDad @RichieAllenShow How can .@ABC &amp; Kimmel's sponsors continue to bash vaccine injured families like this?! 2…,1,0,0,-87.700719,40.065045,61817
shawnatrick (Shawn),0,location,us,572747789026783232,1,en,Florida,0,0,0,2015-03-03 13:18:08 UTC,,572747302890283009,fl,"RT @brownjenjen: » http://t.co/XaXiSeaahN #DrSeuss Dr Seuss Here's How Dr. Seuss, Born This Day In 1904, Was Part Of The Pro-Vaccine ...  »…",0,0,0,-83.832764,27.76102,
udollO (ゆんあやちゃん),0,,,572747791765618688,1,en,,0,0,0,2015-03-03 13:18:09 UTC,,572747302890283009,,"RT @brownjenjen: » http://t.co/XaXiSeaahN #DrSeuss Dr Seuss Here's How Dr. Seuss, Born This Day In 1904, Was Part Of The Pro-Vaccine ...  »…",0,0,0,,,
Surgeon_General (U.S. Surgeon General),0,,,572822837288943616,1,en,,1,-1,0,2015-03-03 18:16:21 UTC,,,,Delaying the MMR #vax until 2yrs increases risk of #measles exposure for your child. #vaccinateyourkids as early as is safe. @MomsRising,0,1,0,,,
debnantz (AutismNoMore),0,,,572829188857720834,-1,en,,0,0,0,2015-03-03 18:41:35 UTC,,572829123002961921,,RT @Vaccin8tionNews: .@Awwcrapola US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NflJQg PLZ SIGN &amp; RT! https://t.co/bMQI6Cm…,1,0,0,,,
gramps97 (Kathleen Svagdis),0,,,572832279959085056,-1,en,,0,-3,0,2015-03-03 18:53:52 UTC,,572827327668867073,,RT @debnantz: $3 Billion Paid in Vaccine Injury! SAY NO TO MANDATE VACCINES! https://t.co/fW84MbapXC #NoMandates,1,0,0,,,
Jerichomarch (Jim Mandel Jr),0,,,572832924795576321,-1,en,,0,-3,0,2015-03-03 18:56:26 UTC,,,,Petition Seeking to Ban ‘Mandatory Vaccine Laws’ Nears Goal http://t.co/EQbNDbqMMR,1,0,0,,,
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,572838502674657282,-1,en,,0,0,0,2015-03-03 19:18:36 UTC,,,,.@badec2009 US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NflJQg PLZ SIGN &amp; RT! https://t.co/bMQI6CmM1F #antiforce,1,0,0,,,
SJverse (Nathanael Pacheco),0,location,us,572851364889423872,1,en,"Oak Harbor, Washington",0,-3,0,2015-03-03 20:09:43 UTC,,,wa,Balto didn't die for you to not vaccine your kids.,1,0,0,-122.647147,48.290598,98277
MeghanHoyer (Meghan Hoyer),0,location,us,572864931025965056,1,en,Washington DC,1,0,0,2015-03-03 21:03:37 UTC,,572864620697763840,dc,RT @ddiamond: Did measles vax rates ↑ after media coverage? @athenahealth spots a link: http://t.co/TPslhmNBoU,0,1,0,-77.031959,38.89037,20004
rockefellafilly (Rain falls somewhere),0,location,us,572899035125710848,-1,en,middle of everywhere,0,-3,0,2015-03-03 23:19:08 UTC,,572831503161430016,ia,RT @debnantz: Will FLU Vaccines b mandated at 13% effectiveness?  SAY NO TO VACCINE MANDATE https://t.co/fW84MbapXC #nomandates,1,0,0,-96.076469,43.113628,51041
dwaindo92 (Muldoon Dwain),0,location,mx,572985201967677441,-1,en,"CULIACAN, SINALOA",0,2,0,2015-03-04 05:01:32 UTC,,,sin,Healthy 12-year-old girl dies shortly after receiving HPV vaccine - …,1,0,0,-107.394454,24.807645,80000
HoneyBadger253 (Honey Badger),0,,,572994002372337664,-1,en,,0,2,0,2015-03-04 05:36:30 UTC,,572949327775072256,,"RT @BeuermanAsd: .@AsmSusanEggman  12-yr olds can consent to HPV vax, but parents lose right to choose? http://t.co/fxEz4RMJVj  #OpposeSB277",0,1,0,,,
debnantz (AutismNoMore),0,,,573009089887903745,-1,en,,0,0,0,2015-03-04 06:36:27 UTC,,572996214758612992,,RT @4thAnon: Witch Hunt: Why is mainstream media targeting vaccine-aware parents? http://t.co/jC6Jiu6n1H,1,0,0,,,
Leonora5More (Leonora S. Moreno),0,,,573017712491954176,1,en-gb,,0,-3,0,2015-03-04 07:10:43 UTC,,,,Amanda Peet  Has Gotten Hate Mail Over Her Pro-Vaccine Stance http://t.co/HRmlu1nS2Q,0,0,0,,,
dracrislopez (Cristina L),0,,,573071357958852608,1,es,,0,2,0,2015-03-04 10:43:53 UTC,,572777142951522305,,RT @businessinsider: Jimmy Kimmel swiftly shut down the entire anti-vaccination community http://t.co/hjGqa7JcHz http://t.co/D84NWRWAgK,0,0,0,,,
femalebridge (B),0,location,us,573094610655789058,1,en,California ,0,-2,0,2015-03-04 12:16:17 UTC,,573056457748316161,ca,RT @abc7newsBayArea: 'Child's right to choose:' @jimmykimmel's response to vaccine critics: http://t.co/U7IrXEJH0n http://t.co/ISxRUvKcul,1,0,0,-119.270229,37.271875,
a_ahlkwd (amy),0,location,us,573167912036536320,1,en,ohio,0,-3,0,2015-03-04 17:07:33 UTC,,573166511486967808,oh,RT @CNN: More than 500 parents arrested for not allowing their children to get the polio vaccine http://t.co/15o4IOhK0J,1,0,0,-82.669468,40.190331,
ChrisJones_Now (Chris Jones),0,,,573168788490866688,1,en,,0,0,0,2015-03-04 17:11:02 UTC,,,,"Anti-vaccine supporters attacked Jimmy Kimmel on Twitter, his response will probably ... - http://t.co/1MUijZiiT5 http://t.co/SyfM5dSRQZ",1,0,0,,,
mikechecc (Sped Up),0,,,573170816017416192,-1,en,,0,0,0,2015-03-04 17:19:06 UTC,,573159201297604609,,RT @AmaterasuSolar: http://t.co/R4hCXThgYZ caught freezing vaccine choice petition! https://t.co/FHYpcdvAeQ via @intellihubnews  #Agenda21 …,0,0,0,,,
AureliaCotta (Aurelia Cotta),0,location,ca,573193089403117568,1,en,Toronto,0,-1,0,2015-03-04 18:47:36 UTC,573192096137400320,,on,Except the original anti-vax study in the Lancet had no statistical validity. @KathyKastner @pfanderson @eTreatMD @UHNOpenLab #hcsmca,0,1,0,-79.385324,43.64856,m5h
JerryTeplitz (Dr. Jerry V. Teplitz),0,location,us,573196731950637056,-1,en,Eastern United States,0,-4,0,2015-03-04 19:02:05 UTC,,,,Stop Forced and Coerced Vaccination in Texas http://t.co/uYHMCzOVE2,1,0,0,-79.911018,36.193899,
FactsWW (WorldWideFacts),0,,,573232803829161984,1,en-gb,,0,0,0,2015-03-04 21:25:25 UTC,,,,There are 16 countries in Africa with higher vaccination rates than the U.S.,0,0,0,,,
G_Liberty_Voice (Liberty Voice),0,location,us,573239016579063808,-1,en,"Las Vegas, Nevada",0,2,0,2015-03-04 21:50:06 UTC,,,nv,Faces of Informed Consent – a Dose of Humanity in the #Vaccine Debate Read more http://t.co/FVAADQWown #VaccineDebate http://t.co/xrNEQcfooY,1,0,0,-115.139974,36.171915,89101
denisegoller (Denise Saia Goller),0,location,us,573273021584187393,-1,en,Kenmore New York,0,0,0,2015-03-05 00:05:13 UTC,,573171570283175937,ny,RT @patriciafinnesq: Health Lawyer on Vaccine Rights!  #cdcwhistleblower @outforjustice https://t.co/dAp5paOEcb,1,0,0,-78.878714,42.962395,14217
luci3322 (luci),0,,,573288373105762304,1,en,,0,0,0,2015-03-05 01:06:13 UTC,,573285803884998656,,"RT @brownjenjen: → http://t.co/bkGgYY5oiA Here's How Dr. Seuss, Born This Day In 1904, Was Part Of The Pro-Vaccine ... #DrSeuss   798",0,0,0,,,
xiancontrarian (Christian Contrarian),0,location,us,573302047468085248,-1,en,"Nashville, TN.",0,-5,0,2015-03-05 02:00:34 UTC,,,tn,"http://t.co/vckEYtOhao US government openly admits a #vaccine can cause polio, seizures and death in published 'Vaccine Injury Table'",1,0,0,-86.778365,36.167783,37201
trabalba (Marco),0,,,573318600330641409,1,en,,0,0,0,2015-03-05 03:06:20 UTC,,573317079501287424,,"RT @brownjenjen: → http://t.co/hxcrZxTrBs #DrSeuss Dr Seuss Here's How Dr. Seuss, Born This Day In 1904, Was Part Of The Pro-Vaccine ...",0,0,0,,,
ChiropracticFan (Chiropractic ™),0,location,us,573363798930812928,-1,en,USA,0,-6,0,2015-03-05 06:05:56 UTC,,,,Vaccine Mechanism of Harm Exposed in Gardasil - Vaccine mechanism of harm exposed By Cynthia A. Janak Health Impac... http://t.co/Y9arRDZbA5,1,0,0,-98.58,39.83,
tkthtetymology (Take That Etymology),0,,,573388636294676481,1,en,,0,1,0,2015-03-05 07:44:38 UTC,,466960461582188546,,"RT @popsgifts: the word Vaccine comes from the Latin Vaccinium, which means BERRIES.  Add fresh berries to your diet Today.",1,0,0,,,
AdolfFlitsch (Adolf Flitsch),0,location,gb,573413817302036480,-1,en,UK,0,-1,0,2015-03-05 09:24:42 UTC,,,,Mandatory Vaccination and Police Brutality: Your Priceless Human DNA Connects Them http://t.co/J8WrCtivh4 via @wordpressdotcom,1,0,0,-5.822485,55.00839,
Blaise_Dushime (Blaise Dushime),0,location,rw,573420842492825600,0,en,Kigali - Rwanda,0,0,0,2015-03-05 09:52:37 UTC,,573420589425278976,,RT @euronews: WHO says final stage (phase III) trials of Merck Newlink's #ebola vaccine will begin on March 7 in Guinea http://t.co/FGmDn1q…,1,0,0,30.058769,-1.9501,
fsgfvl (Future Virology Jnl),0,,,573425888714493952,1,en-gb,,0,0,0,2015-03-05 10:12:40 UTC,,,,New #ebola #vaccine uses protein from Australian #virus with promising results http://t.co/BGsxglheo9 @QIMRBerghofer,1,0,0,,,
mistu_ife (Born king),0,location,be,573429627600773120,0,en,Where am suppose to be,0,-1,0,2015-03-05 10:27:31 UTC,,,,"WHO to Test Ebola Vaccine in Guinea, Might Stop Outbreaks: World Health Organization to test Ebola vaccine in ... http://t.co/BkZF8FsJl7",1,0,0,4.47677,50.50099,
worldmedi (World Medical News),0,location,us,573435153814417408,0,en,New York,0,-1,0,2015-03-05 10:49:29 UTC,,,ny,"WHO to test Ebola vaccine in Guinea, might stop outbreaks - The Killeen Daily Herald http://t.co/7shJvcgn0J #world #health",1,0,0,-74.007124,40.71455,10007
usumtwit (Usum),0,location,id,573443557966680064,0,en,Bandung,0,0,0,2015-03-05 11:22:52 UTC,,,,#Flu #winds #down #as #FDA #aims #for #better #vaccine #next #winter: WASHINGTON • The… http://t.co/tDcskzk2Sz,1,0,0,107.606911,-6.91242,
fracklenews (iFrackle News),0,location,us,573464300297281536,-1,en,"Las Vegas, Nevada",0,2,0,2015-03-05 12:45:18 UTC,,,nv,Faces of Informed Consent – a Dose of Humanity in the #Vaccine Debate Read more http://t.co/kC59nAm9S2 #VaccineDebate http://t.co/UkdsWDk2de,1,0,0,-115.139974,36.171915,89101
yogamom1972 (Kristen Marsh),0,,,573477793389936642,1,en,,0,1,0,2015-03-05 13:38:55 UTC,,573469266089000960,,RT @VaxCalc: PENNSYLVANIA: Push to take away vaccine exemptions met by active opposition http://t.co/cXHLjhfmim Is your state next? Are you…,1,0,0,,,
IamCervivor (IamCervivor),0,,,573481493181366272,1,en,www.cervivor.org,0,-2,0,2015-03-05 13:53:37 UTC,,,,Through tools such as the HPV Vaccine we have the power to prevent Cervical Cancer! #Empowered #Cervivor http://t.co/WxwXWkjJWc,1,0,0,,,
dr_zidan00 (زيدان معيض العنزي),0,,,573550561858973697,0,en,ORAL AND DENTAL SURGERY,0,0,0,2015-03-05 18:28:04 UTC,,573533946052546560,,RT @WHO: #Ebola vaccination trial in Guinea to involve contacts of a newly diagnosed Ebola case – who will be vaccinated if they give their…,1,0,0,,,
astaines (Anthony Staines),0,location,ie,573570259816415232,0,en,"Dublin, Ireland",0,-2,0,2015-03-05 19:46:21 UTC,,,,"IRIN - Pakistani polio campaign under threat, and polio coming back. 79 members of local vaccination teams murdered. http://t.co/jhzhETmCVf",1,0,0,-6.248274,53.34807,1
laughriotbot (Laugh Riot Bot),0,,,573571840217497600,1,en,worldwide,0,-4,0,2015-03-05 19:52:37 UTC,,,,"Anti-Vaxxers Still Crying Crocodile Tears About Little Girl Dying From HPV Vaccine, Except For How She Didn’t http://t.co/03KyaS77NL",1,0,0,,,
KentBottles (KentBottles),0,location,us,573574010488930304,0,en,Philadelphia area,0,0,0,2015-03-05 20:01:15 UTC,,,va,Doctor’s Mishap Sheds Light on Ebola Vaccine’s Effects http://t.co/uaYz4QtdtQ,1,0,0,-78.541909,37.400757,23901
AandJAngel (AAngel),0,,,573575748600078337,-1,en,,0,0,0,2015-03-05 20:08:09 UTC,573575205269958656,,,@NCSH_ Do you know all of the girls/boys who have had adverse reactions to this dangerous vaccine? #healthfreedom,1,0,0,,,
HusamAlmansour (Husam Almansour),0,location,gb,573576317234470912,0,en,"Southampton, UK",0,-1,0,2015-03-05 20:10:25 UTC,,573555904806797312,eng,RT @WHO: The experimental #Ebola vax trial is also to assess if vaccinating contacts will create a buffer around index case to prevent furt…,1,1,0,-1.407319,50.90994,so15 2
theifmatto (Montgomery Crane),0,location,us,573583909205581825,1,en,Sacramento,0,2,0,2015-03-05 20:40:35 UTC,,,ca,Hepatitis E Vaccine Effective and Long Lasting,1,0,0,-121.491014,38.579065,95814
CHeSS_UChicago (CHeSS),0,location,us,573589198566981632,0,en,"Chicago, Illinois",0,0,0,2015-03-05 21:01:36 UTC,,573571007736254464,il,"RT @UChicagoMed: As flu season winds down, experts regroup to plan a better vaccine for next year http://t.co/J34h0tIBtE",1,0,0,-87.632409,41.88415,60602
TreeveMama (Melissa Watson),0,,,573603884674998272,-1,en,,0,0,0,2015-03-05 21:59:57 UTC,,573541864906711040,,RT @Vaccin8tionNews: .@AltHealthJobs US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN &amp; RT! https://t.co/bMQI…,1,0,0,,,
sonaliranade (SonaliRanade),0,location,us,573711882273431552,0,en,Seattle,0,-1,0,2015-03-06 05:09:06 UTC,573711810483777536,,wa,“@dna: WHO recommends annual vaccination to combat swine flu http://t.co/vKaYEyf5e9”,1,0,0,-122.329439,47.60356,98104
BishanGhoshal (Bishan Ghoshal),0,location,in,573733913035563008,0,en,India,0,0,0,2015-03-06 06:36:38 UTC,,573580767458021376,,RT @UNLibrary: #WHO to start of #Ebola vaccine testing in worst-affected areas of Guinea this week http://t.co/ZxcEEYsrx2,1,0,0,82.71767,21.504394,
fsgcli (Clinical Invest Jnl),0,,,573786744681693184,0,en-gb,,0,0,0,2015-03-06 10:06:35 UTC,,,,".@WHO says #Phase3 trial of Merck, NewLink Genetics' experimental #Ebola #vaccine VSV-EBOV to start March 7 http://t.co/xtPsMbgxup @fsgfvl",1,0,0,,,
NLTSG (NLTSG),0,location,gb,573900719151058945,1,en,UK,0,-1,0,2015-03-06 17:39:28 UTC,,573897083859546112,,"RT @CDCSTD: #Clinicians: #HPV, the main cause of cervical #cancer, is vaccine-preventable. http://t.co/Zhh5huFUjp http://t.co/DiH8IpEA3g",1,0,0,-5.822485,55.00839,
EquiManagement (EquiManagement),0,,,573908075394035713,0,en,,0,0,0,2015-03-06 18:08:42 UTC,,,,Pigeon Fever vaccine receives USDA conditional licensing. http://t.co/UM8geCiBhF,1,0,0,,,
HoneyBadger253 (Honey Badger),1,,,573944627142660096,-1,en,,0,0,0,2015-03-06 20:33:57 UTC,,571874071098466305,,RT @Stutzy6: @jimmykimmel FBI: Poul Thorsen Helped Pull Off CDC Vaccine Autism Heist http://t.co/xUNf1UX9FW #CDCwhistleblower http://t.co/S…,1,0,0,,,
Ballysanghera1 (Bally sanghera),0,,,573976534526115842,-1,en,,0,-2,0,2015-03-06 22:40:44 UTC,,563194008449458177,,RT @conspiracystory: Flu shots/ Vaccinations http://t.co/ipJRYGkOuB,1,0,0,,,
233liveOnline (233Live),0,,,574040871466758144,1,en,,0,-2,0,2015-03-07 02:56:23 UTC,,,,Breaking News • 'Ebola scare impedes second round of Polio Vaccination' via @233liveOnline. Full story at http://t.co/FioFUKHdgK,1,0,0,,,
KangenWaterRoz (healthyheartworks),1,location,rw,574068970518626304,-1,en,NY/NJ,0,3,0,2015-03-07 04:48:02 UTC,,,,Vaccine Causes Autism - The Best Explanation I've Ever Heard! http://t.co/G9UVsRSCkd,1,0,0,28.902451,-2.65489,
itsbaxter (itsbaxter),0,,,574069138403950592,-1,en,,0,1,0,2015-03-07 04:48:42 UTC,,569956693817171968,,RT @bubbajenjen: @realDonaldTrump my focus is on keeping personal beliefs vaccine  waiver intact and voting no on  #SB277 #CDCwhistleblower…,1,0,0,,,
JeaneticYING (Jean.Lai),0,,,574104531279028224,1,en,,0,0,0,2015-03-07 07:09:21 UTC,,,,Vaccination. #checked,1,0,0,,,
JeetJangid6 (Jeet Jangid),0,location,in,574107746540326912,0,en-gb,Jabalpur,0,1,0,2015-03-07 07:22:07 UTC,,,mp,@hoteldealphuket WHO recommends annual vaccination to combat swineflu ---&gt;&gt; [http://t.co/FDL4Dmwjg0],0,0,0,79.938637,23.16065,
hablaelpediatra (Habla el Pediatra),0,location,ve,574196993578438656,1,es,"Barquisimeto, Venezuela",0,0,0,2015-03-07 13:16:45 UTC,,574196706545393665,,RT @NFIDvaccines: #DYK that Dr. Seuss was pro-#vaccine? http://t.co/LzZG53OphG http://t.co/35zVqncYOz,1,0,0,-69.339211,10.06567,
